tipo_evento,departamento,codigo_dane_departamento,municipio,codigo_dane_municipio,a_o,mes,evento,tipo_lugar,tipo_area,latitud_cabecera,longitud_cabecera,sitio,geocoded_column
Accidente por MAP,ANTIOQUIA,5,COCORNÁ,5197,2003,6,Accidente,Sin informacion,Rural,6.058001,-75.185085,Vereda Las Faldas,"{'type': 'Point', 'coordinates': [-75.185085, 6.058001]}"
Accidente por MAP,CORDOBA,23,PUERTO LIBERTADOR,23580,2008,2,Accidente,Sin informacion,Rural,7.883545,-75.670508,Sitio Tres Palitos,"{'type': 'Point', 'coordinates': [-75.670508, 7.883545]}"
Accidente por MAP,META,50,SAN JUAN DE ARAMA,50683,2004,2,Accidente,Sin informacion,Rural,3.380464,-73.878772,Sitio Angosturas,"{'type': 'Point', 'coordinates': [-73.878772, 3.380464]}"
Accidente por MAP,SANTANDER,68,SABANA DE TORRES,68655,2007,2,Accidente,Sin informacion,Rural,7.380556,-73.423333,Los Canelos,"{'type': 'Point', 'coordinates': [-73.423333, 7.380556]}"
Accidente por MAP,VALLE DEL CAUCA,76,FLORIDA,76275,2011,10,Accidente,Sin informacion,Rural,3.2875,-76.16111111111111,Sin información,"{'type': 'Point', 'coordinates': [-76.16111111111111, 3.2875]}"
Accidente por MAP,BOLIVAR,13,SAN PABLO,13670,1992,6,Accidente,Sin informacion,Rural,7.483919,-73.933361,Sin información,"{'type': 'Point', 'coordinates': [-73.933361, 7.483919]}"
Accidente por MAP,TOLIMA,73,CHAPARRAL,73168,2004,6,Accidente,Sin informacion,Rural,3.723381,-75.485633,Sin información,"{'type': 'Point', 'coordinates': [-75.485633, 3.723381]}"
Accidente por MAP,SANTANDER,68,SURATÁ,68780,2001,9,Accidente,Sin informacion,Rural,7.371953,-72.982441,Sin información,"{'type': 'Point', 'coordinates': [-72.982441, 7.371953]}"
Accidente por MAP,META,50,MESETAS,50330,2003,8,Accidente,Sin informacion,Rural,3.380371,-74.042419,Sin información,"{'type': 'Point', 'coordinates': [-74.042419, 3.380371]}"
Accidente por MAP,NORTE DE SANTANDER,54,TIBÚ,54810,2007,11,Accidente,Sin informacion,Rural,8.639326,-72.735541,Sin información,"{'type': 'Point', 'coordinates': [-72.735541, 8.639326]}"
Accidente por MAP,CALDAS,17,LA DORADA,17380,2003,5,Accidente,Sin informacion,Rural,5.460133,-74.667938,Sin información,"{'type': 'Point', 'coordinates': [-74.667938, 5.460133]}"
Accidente por MAP,CALDAS,17,SUPÍA,17777,2004,7,Accidente,Sin informacion,Rural,5.451732,-75.647668,"Vereda Brasil, Sector El Ramal","{'type': 'Point', 'coordinates': [-75.647668, 5.451732]}"
Accidente por MAP,CASANARE,85,CHÁMEZA,85015,2003,4,Accidente,Sin informacion,Rural,5.214621,-72.869693,Vereda Mundo Viejo,"{'type': 'Point', 'coordinates': [-72.869693, 5.214621]}"
Accidente por MAP,META,50,EL CASTILLO,50251,2005,8,Accidente,Sin informacion,Rural,3.610833,-73.950556,Sector Yamanes Miravalle,"{'type': 'Point', 'coordinates': [-73.950556, 3.610833]}"
Desminado militar en operaciones,ANTIOQUIA,5,VALDIVIA,5854,2010,1,Incidente,Sin informacion,Rural,7.338333,-75.357778,Las Paulinas,"{'type': 'Point', 'coordinates': [-75.357778, 7.338333]}"
Accidente por MAP,CHOCO,27,UNGUÍA,27800,2003,6,Accidente,Sin informacion,Rural,8.042731,-77.092107,"Vereda Santa María, En El Sitio Cerro Mosquito","{'type': 'Point', 'coordinates': [-77.092107, 8.042731]}"
Accidente por MAP,CHOCO,27,QUIBDÓ,27001,2001,6,Accidente,Sin informacion,Rural,5.694248,-76.650754,Vereda Las Mercedes,"{'type': 'Point', 'coordinates': [-76.650754, 5.694248]}"
Accidente por MAP,CAQUETA,18,FLORENCIA,18001,2002,11,Accidente,Sin informacion,Rural,1.621012,-75.619118,Sin información,"{'type': 'Point', 'coordinates': [-75.619118, 1.621012]}"
Accidente por MAP,SANTANDER,68,LA BELLEZA,68377,2002,11,Accidente,Sin informacion,Rural,5.856572,-73.965492,Vereda La Granadina,"{'type': 'Point', 'coordinates': [-73.965492, 5.856572]}"
Accidente por MAP,META,50,LA MACARENA,50350,2007,6,Accidente,Sin informacion,Rural,2.182506,-73.784832,Caño Guayabero,"{'type': 'Point', 'coordinates': [-73.784832, 2.182506]}"
Accidente por MAP,META,50,VISTAHERMOSA,50711,2005,6,Accidente,Sin informacion,Rural,3.194658,-73.875044,Vereda Costa Rica,"{'type': 'Point', 'coordinates': [-73.875044, 3.194658]}"
Accidente por MAP,CAUCA,19,LA SIERRA,19392,2002,12,Accidente,Sin informacion,Urbana,2.170833,-76.708333,Vereda El Salado,"{'type': 'Point', 'coordinates': [-76.708333, 2.170833]}"
Accidente por MAP,ANTIOQUIA,5,COCORNÁ,5197,2002,8,Accidente,Sin informacion,Rural,6.058001,-75.185085,Vereda San Lorenzo,"{'type': 'Point', 'coordinates': [-75.185085, 6.058001]}"
Accidente por MAP,ANTIOQUIA,5,ZARAGOZA,5895,1999,9,Accidente,Sin informacion,Rural,7.490632,-74.867778,Sin información,"{'type': 'Point', 'coordinates': [-74.867778, 7.490632]}"
Accidente por MAP,ARAUCA,81,TAME,81794,2005,10,Accidente,Sin informacion,Rural,6.461209,-71.730855,Vereda El Plato,"{'type': 'Point', 'coordinates': [-71.730855, 6.461209]}"
Accidente por MAP,ANTIOQUIA,5,TARAZÁ,5790,2005,11,Accidente,Sin informacion,Rural,7.582546,-75.400212,Vereda El Chuscal,"{'type': 'Point', 'coordinates': [-75.400212, 7.582546]}"
Accidente por MAP,ARAUCA,81,FORTUL,81300,2004,8,Accidente,Sin informacion,Rural,6.792924,-71.770658,Vereda El Mordisco,"{'type': 'Point', 'coordinates': [-71.770658, 6.792924]}"
Accidente por MAP,ANTIOQUIA,5,ARGELIA,5055,2003,9,Accidente,Sin informacion,Rural,5.731577,-75.1416,Vereda Campamento,"{'type': 'Point', 'coordinates': [-75.1416, 5.731577]}"
Accidente por MAP,SANTANDER,68,SABANA DE TORRES,68655,2001,1,Accidente,Sin informacion,Rural,7.397197,-73.496496,Sin información,"{'type': 'Point', 'coordinates': [-73.496496, 7.397197]}"
Accidente por MAP,ANTIOQUIA,5,ARGELIA,5055,2005,5,Accidente,Sin informacion,Rural,5.731577,-75.1416,Vereda El Tesoro,"{'type': 'Point', 'coordinates': [-75.1416, 5.731577]}"
Accidente por MAP,HUILA,41,ISNOS,41359,2003,9,Accidente,Sin informacion,Rural,1.929816,-76.216388,Sin información,"{'type': 'Point', 'coordinates': [-76.216388, 1.929816]}"
Accidente por MAP,ANTIOQUIA,5,DABEIBA,5234,2008,3,Accidente,Sin informacion,Rural,7.052778,-76.204167,Vereda El Chino,"{'type': 'Point', 'coordinates': [-76.204167, 7.052778]}"
Accidente por MAP,META,50,EL DORADO,50270,2004,8,Accidente,Sin informacion,Rural,3.719002,-73.848831,Vereda Palomarco,"{'type': 'Point', 'coordinates': [-73.848831, 3.719002]}"
Accidente por MAP,META,50,URIBE,50370,2004,5,Accidente,Sin informacion,Rural,3.240915,-74.354381,Base Militar Girasoles,"{'type': 'Point', 'coordinates': [-74.354381, 3.240915]}"
Accidente por MAP,VALLE DEL CAUCA,76,FLORIDA,76275,2008,1,Accidente,Sin informacion,Rural,3.269167,-76.1375,Los Cajones,"{'type': 'Point', 'coordinates': [-76.1375, 3.269167]}"
Accidente por MAP,BOLIVAR,13,SAN MARTÍN DE LOBA,13667,2000,8,Accidente,Sin informacion,Rural,8.946799,-74.040398,Carretera Chimi,"{'type': 'Point', 'coordinates': [-74.040398, 8.946799]}"
Accidente por MAP,CUNDINAMARCA,25,LA PALMA,25394,2003,3,Accidente,Sin informacion,Rural,5.359147,-74.390704,Sin información,"{'type': 'Point', 'coordinates': [-74.390704, 5.359147]}"
Accidente por MAP,ANTIOQUIA,5,DABEIBA,5234,2003,9,Accidente,Sin informacion,Rural,7.002761,-76.263894,Vereda Muam,"{'type': 'Point', 'coordinates': [-76.263894, 7.002761]}"
Accidente por MAP,VICHADA,99,PUERTO CARREÑO,99001,2006,2,Accidente,Sin informacion,Rural,6.180721,-67.50075,Cumaribo Y Puerto Carreño,"{'type': 'Point', 'coordinates': [-67.50075, 6.180721]}"
Accidente por MAP,ANTIOQUIA,5,ABEJORRAL,5002,2005,11,Accidente,Sin informacion,Rural,5.790278,-75.4275,Vereda Pantano Negro,"{'type': 'Point', 'coordinates': [-75.4275, 5.790278]}"
Accidente por MAP,ARAUCA,81,TAME,81794,2006,9,Accidente,Sin informacion,Rural,6.533333,-71.555556,Entre Camame Y Caño Limon,"{'type': 'Point', 'coordinates': [-71.555556, 6.533333]}"
Accidente por MAP,ANTIOQUIA,5,ARGELIA,5055,2003,8,Accidente,Sin informacion,Rural,5.731577,-75.1416,Vereda La Margarita,"{'type': 'Point', 'coordinates': [-75.1416, 5.731577]}"
Accidente por MAP,META,50,LA MACARENA,50350,2004,9,Accidente,Sin informacion,Rural,1.779167,-74.163611,Vereda Chontillal,"{'type': 'Point', 'coordinates': [-74.163611, 1.779167]}"
Accidente por MAP,NARIÑO,52,SAMANIEGO,52678,2008,2,Accidente,Sin informacion,Rural,1.337083,-77.59313,Sin información,"{'type': 'Point', 'coordinates': [-77.59313, 1.337083]}"
Accidente por MAP,CALDAS,17,MANZANARES,17433,2006,9,Accidente,Sin informacion,Rural,5.23638888888889,-75.2030555555556,Vereda Alto Del Toro,"{'type': 'Point', 'coordinates': [-75.2030555555556, 5.23638888888889]}"
Accidente por MAP,BOLIVAR,13,SAN JACINTO,13654,2007,3,Accidente,Sin informacion,Rural,9.806944,-75.021944,La Vereda Catalanes,"{'type': 'Point', 'coordinates': [-75.021944, 9.806944]}"
Accidente por MAP,META,50,SAN JUAN DE ARAMA,50683,2006,4,Accidente,Sin informacion,Rural,3.2352,-73.87976,"Vereda Puerto Gaitán, Finca Los Mangos","{'type': 'Point', 'coordinates': [-73.87976, 3.2352]}"
Accidente por MAP,VAUPES,97,MITÚ,97001,2002,10,Accidente,Sin informacion,Rural,1.249969,-70.235462,Vereda Ceima Km 12 Vía Monfor,"{'type': 'Point', 'coordinates': [-70.235462, 1.249969]}"
Accidente por MAP,ARAUCA,81,SARAVENA,81736,2006,3,Accidente,Sin informacion,Rural,6.958339,-71.878277,"Vereda Buenos Aires, Finca Miraflores","{'type': 'Point', 'coordinates': [-71.878277, 6.958339]}"
Accidente por MAP,SANTANDER,68,SURATÁ,68780,2001,7,Accidente,Sin informacion,Rural,7.371953,-72.982441,Sitio Maveda,"{'type': 'Point', 'coordinates': [-72.982441, 7.371953]}"
Municiones sin explotar,NORTE DE SANTANDER,54,SARDINATA,54720,2007,11,Incidente,Sin informacion,Rural,8.42,-72.77,Uxo_Pp_10004878,"{'type': 'Point', 'coordinates': [-72.77, 8.42]}"
Accidente por MAP,ANTIOQUIA,5,SONSÓN,5756,2004,12,Accidente,Sin informacion,Rural,5.709167,-75.310278,Sector Perrillo,"{'type': 'Point', 'coordinates': [-75.310278, 5.709167]}"
Accidente por MAP,CAQUETA,18,SAN VICENTE DEL CAGUÁN,18753,2004,6,Accidente,Sin informacion,Rural,2.761389,-75.012222,Vereda El Libertador,"{'type': 'Point', 'coordinates': [-75.012222, 2.761389]}"
Accidente por MAP,NORTE DE SANTANDER,54,ÁBREGO,54003,2001,10,Accidente,Sin informacion,Rural,8.081507,-73.221319,Vereda Alto El Pozo,"{'type': 'Point', 'coordinates': [-73.221319, 8.081507]}"
Accidente por MAP,CAUCA,19,CALOTO,19142,2005,6,Accidente,Sin informacion,Rural,3.034582,-76.40794,Vereda Pajarito,"{'type': 'Point', 'coordinates': [-76.40794, 3.034582]}"
Accidente por MAP,CASANARE,85,TAURAMENA,85410,2002,11,Accidente,Sin informacion,Rural,5.017559,-72.747059,Vereda Lagunita,"{'type': 'Point', 'coordinates': [-72.747059, 5.017559]}"
Accidente por MAP,ANTIOQUIA,5,COCORNÁ,5197,2002,12,Accidente,Sin informacion,Rural,6.058001,-75.185085,Sin información,"{'type': 'Point', 'coordinates': [-75.185085, 6.058001]}"
Accidente por MAP,ANTIOQUIA,5,AMALFI,5031,2006,4,Accidente,Sin informacion,Rural,7.244167,-74.924167,Cerro 655 Margen Derecha Porce,"{'type': 'Point', 'coordinates': [-74.924167, 7.244167]}"
Accidente por MAP,CESAR,20,EL COPEY,20238,2003,4,Accidente,Sin informacion,Rural,10.151103,-73.960141,Puente Quemado,"{'type': 'Point', 'coordinates': [-73.960141, 10.151103]}"
Accidente por MAP,BOLIVAR,13,SAN PABLO,13670,2007,12,Accidente,Sin informacion,Rural,7.472778,-74.2375,Serrania Sto Domingo,"{'type': 'Point', 'coordinates': [-74.2375, 7.472778]}"
Accidente por MAP,ANTIOQUIA,5,COCORNÁ,5197,2004,7,Accidente,Sin informacion,Rural,6.058001,-75.185085,Boquerón,"{'type': 'Point', 'coordinates': [-75.185085, 6.058001]}"
Accidente por MAP,ANTIOQUIA,5,YARUMAL,5887,2006,11,Accidente,Sin informacion,Rural,6.963517,-75.41644,Vereda La Cordillera,"{'type': 'Point', 'coordinates': [-75.41644, 6.963517]}"
Accidente por MAP,CORDOBA,23,PUERTO LIBERTADOR,23580,2004,4,Accidente,Sin informacion,Rural,7.883545,-75.670508,Sin información,"{'type': 'Point', 'coordinates': [-75.670508, 7.883545]}"
Accidente por MAP,CORDOBA,23,TIERRALTA,23807,2005,3,Accidente,Sin informacion,Rural,7.776944,-76.026667,Sitio Río Manso,"{'type': 'Point', 'coordinates': [-76.026667, 7.776944]}"
Accidente por MAP,PUTUMAYO,86,ORITO,86320,2003,6,Accidente,Sin informacion,Rural,0.664866,-76.869171,Sin información,"{'type': 'Point', 'coordinates': [-76.869171, 0.664866]}"
Accidente por MAP,ANTIOQUIA,5,SAN FRANCISCO,5652,2004,6,Accidente,Sin informacion,Rural,5.965414,-75.10198,Vereda La Floresta,"{'type': 'Point', 'coordinates': [-75.10198, 5.965414]}"
Desminado militar en operaciones,HUILA,41,TELLO,41799,2010,1,Incidente,Sin informacion,Rural,3.067077,-75.138764,El Versalles,"{'type': 'Point', 'coordinates': [-75.138764, 3.067077]}"
Accidente por MAP,SANTANDER,68,RIONEGRO,68615,1993,9,Accidente,Sin informacion,Rural,7.268891,-73.152703,Corg. San Rafael,"{'type': 'Point', 'coordinates': [-73.152703, 7.268891]}"
Accidente por MAP,BOYACA,15,PAJARITO,15518,1995,7,Accidente,Sin informacion,Rural,5.41277777777778,-72.73,Vereda Corinto,"{'type': 'Point', 'coordinates': [-72.73, 5.41277777777778]}"
Accidente por MAP,CAUCA,19,EL TAMBO,19256,2005,9,Accidente,Sin informacion,Rural,2.460833,-76.883889,Sin información,"{'type': 'Point', 'coordinates': [-76.883889, 2.460833]}"
Accidente por MAP,VALLE DEL CAUCA,76,PRADERA,76563,2007,12,Accidente,Sin informacion,Rural,3.458333,-76.137222,Corregimiento El Retiro,"{'type': 'Point', 'coordinates': [-76.137222, 3.458333]}"
Accidente por MAP,ANTIOQUIA,5,ITUANGO,5361,2006,1,Accidente,Sin informacion,Rural,7.237,-75.825,Vereda Bajo Inglés,"{'type': 'Point', 'coordinates': [-75.825, 7.237]}"
Accidente por MAP,BOLIVAR,13,SAN PABLO,13670,2005,4,Accidente,Sin informacion,Rural,7.483919,-73.933361,Vereda El Socorro,"{'type': 'Point', 'coordinates': [-73.933361, 7.483919]}"
Accidente por MAP,META,50,VISTAHERMOSA,50711,2002,4,Accidente,Sin informacion,Rural,3.125088,-73.752373,Sin información,"{'type': 'Point', 'coordinates': [-73.752373, 3.125088]}"
Desminado militar en operaciones,NORTE DE SANTANDER,54,TEORAMA,54800,2015,3,Incidente,Sin informacion,Rural,8.5894444444,-73.26527778,Vereda Llana Baja,"{'type': 'Point', 'coordinates': [-73.26527778, 8.5894444444]}"
Accidente por MAP,ANTIOQUIA,5,EL BAGRE,5250,2001,7,Accidente,Sin informacion,Rural,7.583611,-74.6025,Sin información,"{'type': 'Point', 'coordinates': [-74.6025, 7.583611]}"
Accidente por MAP,CAQUETA,18,SAN VICENTE DEL CAGUÁN,18753,2003,3,Accidente,Sin informacion,Rural,2.120008,-74.768227,Vereda La Bodega,"{'type': 'Point', 'coordinates': [-74.768227, 2.120008]}"
Accidente por MAP,ANTIOQUIA,5,ANORÍ,5040,2004,10,Accidente,Sin informacion,Rural,7.239167,-75.239167,Vereda San Isidro,"{'type': 'Point', 'coordinates': [-75.239167, 7.239167]}"
Accidente por MAP,ANTIOQUIA,5,SAN RAFAEL,5667,2006,3,Accidente,Sin informacion,Rural,6.238056,-75.066944,Vereda Quebradona,"{'type': 'Point', 'coordinates': [-75.066944, 6.238056]}"
Accidente por MAP,NARIÑO,52,SAN PABLO,52693,2006,3,Accidente,Sin informacion,Rural,1.669654,-77.011958,Sin información,"{'type': 'Point', 'coordinates': [-77.011958, 1.669654]}"
Accidente por MAP,CAQUETA,18,MONTAÑITA,18410,2004,1,Accidente,Sin informacion,Rural,1.193333,-75.094722,Sin información,"{'type': 'Point', 'coordinates': [-75.094722, 1.193333]}"
Accidente por MAP,BOLIVAR,13,MORALES,13473,1995,4,Accidente,Sin informacion,Rural,8.270279,-73.865805,Sitio La Sabana,"{'type': 'Point', 'coordinates': [-73.865805, 8.270279]}"
Desminado militar en operaciones,BOLIVAR,13,EL CARMEN DE BOLÍVAR,13244,2010,2,Incidente,Sin informacion,Rural,9.744722,-75.268056,Sector La Casona,"{'type': 'Point', 'coordinates': [-75.268056, 9.744722]}"
Accidente por MAP,ANTIOQUIA,5,VALDIVIA,5854,2006,5,Accidente,Sin informacion,Rural,7.308,-75.225,Vereda Las Frías,"{'type': 'Point', 'coordinates': [-75.225, 7.308]}"
Accidente por MAP,ANTIOQUIA,5,TARAZÁ,5790,2004,12,Accidente,Sin informacion,Rural,7.582546,-75.400212,Sin información,"{'type': 'Point', 'coordinates': [-75.400212, 7.582546]}"
Accidente por MAP,CAQUETA,18,MONTAÑITA,18410,2008,2,Accidente,Sin informacion,Rural,1.49494421255,-75.4630895064,Buenos Aires,"{'type': 'Point', 'coordinates': [-75.4630895064, 1.49494421255]}"
Accidente por MAP,PUTUMAYO,86,PUERTO CAICEDO,86569,2008,11,Accidente,Sin informacion,Rural,0.68938,-76.603594,Sin información,"{'type': 'Point', 'coordinates': [-76.603594, 0.68938]}"
Accidente por MAP,NARIÑO,52,LA LLANADA,52385,2008,1,Accidente,Sin informacion,Rural,1.472995,-77.580358,Sin información,"{'type': 'Point', 'coordinates': [-77.580358, 1.472995]}"
Accidente por MAP,ANTIOQUIA,5,VALDIVIA,5854,2008,3,Accidente,Sin informacion,Rural,7.165222,-75.438081,Vereda Chorrillos,"{'type': 'Point', 'coordinates': [-75.438081, 7.165222]}"
Accidente por MAP,HUILA,41,ALGECIRAS,41020,2007,7,Accidente,Sin informacion,Rural,2.522444,-75.313361,Sin información,"{'type': 'Point', 'coordinates': [-75.313361, 2.522444]}"
Accidente por MAP,CAUCA,19,EL TAMBO,19256,2009,3,Accidente,Sin informacion,Rural,2.451476,-76.810904,El Km-75,"{'type': 'Point', 'coordinates': [-76.810904, 2.451476]}"
Accidente por MAP,BOLIVAR,13,SAN PABLO,13670,2008,1,Accidente,Sin informacion,Rural,7.483919,-73.933361,El Triangulo,"{'type': 'Point', 'coordinates': [-73.933361, 7.483919]}"
Accidente por MAP,GUAVIARE,95,SAN JOSÉ DEL GUAVIARE,95001,2011,3,Accidente,Campo,Rural,2.564079,-72.640033,Sin información,"{'type': 'Point', 'coordinates': [-72.640033, 2.564079]}"
Accidente por MAP,ANTIOQUIA,5,CAÑASGORDAS,5138,2009,9,Accidente,Sin informacion,Rural,6.75462213806084,-76.0394635245984,Sin información,"{'type': 'Point', 'coordinates': [-76.0394635245984, 6.75462213806084]}"
Sospecha de campo minado,ANTIOQUIA,5,SONSÓN,5756,2010,6,Incidente,Sin informacion,Rural,5.836216,-75.196339,Cuchilla-Morrogacho,"{'type': 'Point', 'coordinates': [-75.196339, 5.836216]}"
Accidente por MAP,CAUCA,19,ARGELIA,19050,2011,8,Accidente,Sin informacion,Rural,2.4702777777777776,-77.23583333333333,Sin información,"{'type': 'Point', 'coordinates': [-77.23583333333333, 2.4702777777777776]}"
Accidente por MAP,ANTIOQUIA,5,SAN CARLOS,5649,2002,9,Accidente,Sin informacion,Rural,6.187566,-74.993636,Vereda Buenos Aires,"{'type': 'Point', 'coordinates': [-74.993636, 6.187566]}"
Accidente por MAP,ANTIOQUIA,5,SAN CARLOS,5649,2002,9,Accidente,Sin informacion,Rural,6.187566,-74.993636,Vereda Buenos Aires,"{'type': 'Point', 'coordinates': [-74.993636, 6.187566]}"
Sospecha de campo minado,ANTIOQUIA,5,GRANADA,5313,2010,8,Incidente,Sin informacion,Rural,6.149444,-75.112222,Vereda La Quiebra,"{'type': 'Point', 'coordinates': [-75.112222, 6.149444]}"
Sospecha de campo minado,ANTIOQUIA,5,GRANADA,5313,2010,9,Incidente,En sobre cerca rivera de un rio,Rural,6.0475,-75.1275,Vereda La Arenosa,"{'type': 'Point', 'coordinates': [-75.1275, 6.0475]}"
Sospecha de campo minado,ANTIOQUIA,5,GRANADA,5313,2010,12,Incidente,Caminos,Rural,6.114444,-75.088611,Vereda La Linda,"{'type': 'Point', 'coordinates': [-75.088611, 6.114444]}"
Accidente por MAP,ANTIOQUIA,5,SAN CARLOS,5649,2000,6,Accidente,Sin informacion,Rural,6.187566,-74.993636,Barrio San Vicente,"{'type': 'Point', 'coordinates': [-74.993636, 6.187566]}"
Desminado militar en operaciones,ARAUCA,81,ARAUQUITA,81065,2011,10,Incidente,Sin informacion,Rural,7.011111,-71.444722,Vereda Mata De Cacao,"{'type': 'Point', 'coordinates': [-71.444722, 7.011111]}"
Desminado militar en operaciones,CAUCA,19,CORINTO,19212,2011,10,Incidente,Sin informacion,Rural,3.153056,-76.243889,Hacienda Villa Juliana,"{'type': 'Point', 'coordinates': [-76.243889, 3.153056]}"
Desminado militar en operaciones,CHOCO,27,SAN JOSÉ DEL PALMAR,27660,2011,10,Incidente,Sin informacion,Rural,4.957778,-76.291944,Alto La Cruz,"{'type': 'Point', 'coordinates': [-76.291944, 4.957778]}"
Desminado militar en operaciones,ANTIOQUIA,5,SONSÓN,5756,2011,4,Incidente,Sin informacion,Rural,5.754444,-74.869722,Mulato Arriba,"{'type': 'Point', 'coordinates': [-74.869722, 5.754444]}"
Desminado militar en operaciones,HUILA,41,COLOMBIA,41206,2011,10,Incidente,Sin informacion,Rural,3.669722,-74.583889,Los Quecos,"{'type': 'Point', 'coordinates': [-74.583889, 3.669722]}"
Desminado militar en operaciones,PUTUMAYO,86,PUERTO CAICEDO,86569,2011,10,Incidente,Sin informacion,Rural,0.705833,-76.416111,Vereda Nueva Arabia,"{'type': 'Point', 'coordinates': [-76.416111, 0.705833]}"
Desminado militar en operaciones,META,50,URIBE,50370,2011,9,Incidente,Sin informacion,Rural,2.8375,-74.215,Vereda La Primavera,"{'type': 'Point', 'coordinates': [-74.215, 2.8375]}"
Desminado militar en operaciones,VALLE DEL CAUCA,76,PRADERA,76563,2011,9,Incidente,Sin informacion,Rural,3.412778,-76.1775,Vda El Libano,"{'type': 'Point', 'coordinates': [-76.1775, 3.412778]}"
