tipo_evento,departamento,codigo_dane_departamento,municipio,codigo_dane_municipio,a_o,mes,evento,tipo_lugar,tipo_area,latitud_cabecera,longitud_cabecera,sitio,geocoded_column
Desminado militar en operaciones,PUTUMAYO,86,PUERTO CAICEDO,86569,2011,8,Incidente,Sin informacion,Rural,0.757222,-76.585,Villa Flor,"{'type': 'Point', 'coordinates': [-76.585, 0.757222]}"
Desminado militar en operaciones,VALLE DEL CAUCA,76,BUGA,76111,2010,1,Incidente,Sin informacion,Rural,3.896944,-76.102778,El Crucero,"{'type': 'Point', 'coordinates': [-76.102778, 3.896944]}"
Desminado militar en operaciones,ANTIOQUIA,5,SAN RAFAEL,5667,2011,8,Incidente,Sin informacion,Rural,6.387222,-74.932222,Vereda El Ingenio,"{'type': 'Point', 'coordinates': [-74.932222, 6.387222]}"
Desminado militar en operaciones,NORTE DE SANTANDER,54,EL TARRA,54250,2011,8,Incidente,Sin informacion,Rural,8.796111,-73.0525,Cerro La Virgen,"{'type': 'Point', 'coordinates': [-73.0525, 8.796111]}"
Desminado militar en operaciones,META,50,URIBE,50370,2011,8,Incidente,Sin informacion,Rural,3.348611,-74.486111,Vereda Planes,"{'type': 'Point', 'coordinates': [-74.486111, 3.348611]}"
Desminado militar en operaciones,TOLIMA,73,PLANADAS,73555,2011,8,Incidente,Sin informacion,Rural,2.96,-75.876944,Vereda Los Guayabos,"{'type': 'Point', 'coordinates': [-75.876944, 2.96]}"
Desminado militar en operaciones,CAQUETA,18,SAN VICENTE DEL CAGUÁN,18753,2009,2,Incidente,Sin informacion,Rural,2.120008,-74.768227,Vereda Los Picachos,"{'type': 'Point', 'coordinates': [-74.768227, 2.120008]}"
Desminado militar en operaciones,NORTE DE SANTANDER,54,SARDINATA,54720,2011,7,Incidente,Sin informacion,Rural,8.238333,-72.664722,Vereda El Guamo,"{'type': 'Point', 'coordinates': [-72.664722, 8.238333]}"
Desminado militar en operaciones,ANTIOQUIA,5,ANORÍ,5040,2011,7,Incidente,Sin informacion,Rural,6.943333,-75.188611,Medias Faldas,"{'type': 'Point', 'coordinates': [-75.188611, 6.943333]}"
Desminado militar en operaciones,PUTUMAYO,86,SAN MIGUEL,86757,2011,7,Incidente,Sin informacion,Rural,0.334167,-77.000278,Vereda Nueva Esperanza,"{'type': 'Point', 'coordinates': [-77.000278, 0.334167]}"
Desminado militar en operaciones,TOLIMA,73,ORTEGA,73504,2011,7,Incidente,Sin informacion,Rural,3.844167,-75.3,Vereda Tumbili,"{'type': 'Point', 'coordinates': [-75.3, 3.844167]}"
Desminado militar en operaciones,CAQUETA,18,MILÁN,18460,2011,10,Incidente,Sin informacion,Rural,1.071389,-75.274722,Vereda Aguas Blancas,"{'type': 'Point', 'coordinates': [-75.274722, 1.071389]}"
Desminado militar en operaciones,ANTIOQUIA,5,ITUANGO,5361,2011,9,Incidente,Sin informacion,Rural,7.309167,-76.172222,Mata Guadua,"{'type': 'Point', 'coordinates': [-76.172222, 7.309167]}"
Desminado militar en operaciones,TOLIMA,73,PLANADAS,73555,2011,7,Incidente,Sin informacion,Rural,3.058333,-75.639722,Vereda Rio Claro,"{'type': 'Point', 'coordinates': [-75.639722, 3.058333]}"
Desminado militar en operaciones,CORDOBA,23,PUERTO LIBERTADOR,23580,2010,11,Incidente,Sin informacion,Rural,7.648889,-75.841389,El Sector Aguas Lindas,"{'type': 'Point', 'coordinates': [-75.841389, 7.648889]}"
Desminado militar en operaciones,CORDOBA,23,PUERTO LIBERTADOR,23580,2010,12,Incidente,Sin informacion,Rural,7.354444,-75.953889,Beunavista,"{'type': 'Point', 'coordinates': [-75.953889, 7.354444]}"
Desminado militar en operaciones,PUTUMAYO,86,PUERTO ASÍS,86568,2010,9,Incidente,Sin informacion,Rural,0.286667,-76.536389,Etteye,"{'type': 'Point', 'coordinates': [-76.536389, 0.286667]}"
Desminado militar en operaciones,NARIÑO,52,RICAURTE,52612,2010,9,Incidente,Sin informacion,Rural,1.199444,-77.958333,En Chucunes,"{'type': 'Point', 'coordinates': [-77.958333, 1.199444]}"
Desminado militar en operaciones,GUAVIARE,95,EL RETORNO,95025,2010,12,Incidente,Sin informacion,Rural,2.298889,-72.413056,En Gibraltar,"{'type': 'Point', 'coordinates': [-72.413056, 2.298889]}"
Desminado militar en operaciones,META,50,PUERTO RICO,50590,2010,8,Incidente,Sin informacion,Rural,2.938889,-73.212222,El Sitio Puerto Fluvial,"{'type': 'Point', 'coordinates': [-73.212222, 2.938889]}"
Desminado militar en operaciones,ARAUCA,81,TAME,81794,2010,2,Incidente,Sin informacion,Rural,6.283056,-72.056944,El Tame,"{'type': 'Point', 'coordinates': [-72.056944, 6.283056]}"
Desminado militar en operaciones,HUILA,41,BARAYA,41078,2010,2,Incidente,Sin informacion,Rural,3.025278,-74.867778,Río Negro,"{'type': 'Point', 'coordinates': [-74.867778, 3.025278]}"
Incautaciones,TOLIMA,73,CHAPARRAL,73168,2008,7,Incidente,Sin informacion,Rural,3.723381,-75.485633,Incautacion,"{'type': 'Point', 'coordinates': [-75.485633, 3.723381]}"
Desminado militar en operaciones,GUAVIARE,95,SAN JOSÉ DEL GUAVIARE,95001,2010,6,Incidente,Sin informacion,Rural,2.306667,-73.318333,Caño Angoleta,"{'type': 'Point', 'coordinates': [-73.318333, 2.306667]}"
Desminado militar en operaciones,CAQUETA,18,MONTAÑITA,18410,2010,11,Incidente,Sin informacion,Rural,1.121944,-75.145,El Vergel,"{'type': 'Point', 'coordinates': [-75.145, 1.121944]}"
Desminado militar en operaciones,CAQUETA,18,MONTAÑITA,18410,2010,12,Incidente,Sin informacion,Rural,1.165833,-75.130556,La Vereda La Esmeralda,"{'type': 'Point', 'coordinates': [-75.130556, 1.165833]}"
Desminado militar en operaciones,CAQUETA,18,MONTAÑITA,18410,2010,10,Incidente,Sin informacion,Rural,1.145833,-75.111111,Corazones,"{'type': 'Point', 'coordinates': [-75.111111, 1.145833]}"
Desminado militar en operaciones,CAQUETA,18,MONTAÑITA,18410,2010,10,Incidente,Sin informacion,Rural,1.176667,-75.093889,La Libertad,"{'type': 'Point', 'coordinates': [-75.093889, 1.176667]}"
Desminado militar en operaciones,ANTIOQUIA,5,TARAZÁ,5790,2010,8,Incidente,Sin informacion,Rural,7.454167,-75.414444,El Carmen,"{'type': 'Point', 'coordinates': [-75.414444, 7.454167]}"
Desminado militar en operaciones,ANTIOQUIA,5,TARAZÁ,5790,2010,10,Incidente,Sin informacion,Rural,7.57,-75.560556,El Alto San Agustin,"{'type': 'Point', 'coordinates': [-75.560556, 7.57]}"
Desminado militar en operaciones,BOLIVAR,13,CANTAGALLO,13160,2010,11,Incidente,Sin informacion,Rural,7.259444,-74.126389,Sapo Escondido,"{'type': 'Point', 'coordinates': [-74.126389, 7.259444]}"
Desminado militar en operaciones,BOLIVAR,13,CANTAGALLO,13160,2010,10,Incidente,Sin informacion,Rural,7.247222,-74.096667,El Cerro Paraguas,"{'type': 'Point', 'coordinates': [-74.096667, 7.247222]}"
Arsenal almacenada,BOGOTA DC,11,Bogotá DC,11001,2003,10,Incidente,Sin informacion,Rural,4.680486,-74.146592,Usme,"{'type': 'Point', 'coordinates': [-74.146592, 4.680486]}"
Desminado militar en operaciones,TOLIMA,73,PLANADAS,73555,2010,7,Incidente,Sin informacion,Rural,3.191944,-75.762222,La Cuchilla La Pereza,"{'type': 'Point', 'coordinates': [-75.762222, 3.191944]}"
Desminado militar en operaciones,NORTE DE SANTANDER,54,EL TARRA,54250,2010,12,Incidente,Sin informacion,Rural,8.694444,-72.967222,La Paz,"{'type': 'Point', 'coordinates': [-72.967222, 8.694444]}"
Desminado militar en operaciones,NARIÑO,52,ROBERTO PAYÁN,52621,2010,10,Incidente,Sin informacion,Rural,1.8225,-78.270278,En Bocas De Telembi,"{'type': 'Point', 'coordinates': [-78.270278, 1.8225]}"
Desminado militar en operaciones,META,50,URIBE,50370,2008,6,Incidente,Sin informacion,Rural,3.349444,-74.491111,Las Dispersas,"{'type': 'Point', 'coordinates': [-74.491111, 3.349444]}"
Desminado militar en operaciones,CAQUETA,18,CARTAGENA DEL CHAIRÁ,18150,2010,10,Incidente,Sin informacion,Rural,0.584444,-74.213889,La Vereda Monserrate,"{'type': 'Point', 'coordinates': [-74.213889, 0.584444]}"
Desminado militar en operaciones,LA GUAJIRA,44,BARRANCAS,44078,2010,9,Incidente,Sin informacion,Rural,10.956944,-72.780278,Plazoleta,"{'type': 'Point', 'coordinates': [-72.780278, 10.956944]}"
Desminado militar en operaciones,CAUCA,19,MIRANDA,19455,2010,7,Incidente,Sin informacion,Rural,3.183333,-76.104167,La Vereda La Tigrera,"{'type': 'Point', 'coordinates': [-76.104167, 3.183333]}"
Desminado militar en operaciones,META,50,MESETAS,50330,2010,11,Incidente,Sin informacion,Rural,2.8875,-74.076389,Palmeras,"{'type': 'Point', 'coordinates': [-74.076389, 2.8875]}"
Desminado militar en operaciones,META,50,URIBE,50370,2008,6,Incidente,Sin informacion,Rural,3.238889,-74.398611,Vereda Versalles,"{'type': 'Point', 'coordinates': [-74.398611, 3.238889]}"
Desminado militar en operaciones,NORTE DE SANTANDER,54,TEORAMA,54800,2010,10,Incidente,Sin informacion,Rural,8.567778,-73.273333,Mesones,"{'type': 'Point', 'coordinates': [-73.273333, 8.567778]}"
Incautaciones,LA GUAJIRA,44,MAICAO,44430,2008,6,Incidente,Sin informacion,Rural,11.186944,-72.313611,Manantiales,"{'type': 'Point', 'coordinates': [-72.313611, 11.186944]}"
Incautaciones,HUILA,41,COLOMBIA,41206,2008,6,Incidente,Campamentos ilegales,Rural,3.545278,-74.665556,Vereda Profunda,"{'type': 'Point', 'coordinates': [-74.665556, 3.545278]}"
Incautaciones,CUNDINAMARCA,25,ANOLAIMA,25040,1995,10,Incidente,Sin informacion,Rural,4.757304,-74.461745,Sin información,"{'type': 'Point', 'coordinates': [-74.461745, 4.757304]}"
Desminado militar en operaciones,META,50,VISTAHERMOSA,50711,2010,9,Incidente,Sin informacion,Rural,2.803611,-73.972778,La Vereda La Escalera,"{'type': 'Point', 'coordinates': [-73.972778, 2.803611]}"
Desminado militar en operaciones,META,50,VISTAHERMOSA,50711,2010,10,Incidente,Sin informacion,Rural,2.813056,-73.995833,Sto Domingo,"{'type': 'Point', 'coordinates': [-73.995833, 2.813056]}"
Desminado militar en operaciones,META,50,VISTAHERMOSA,50711,2010,6,Incidente,Sin informacion,Rural,2.818056,-73.805,Sto Domingo,"{'type': 'Point', 'coordinates': [-73.805, 2.818056]}"
Desminado militar en operaciones,META,50,URIBE,50370,2010,6,Incidente,Sin informacion,Rural,3.2475,-74.310556,La Vereda El Vergel,"{'type': 'Point', 'coordinates': [-74.310556, 3.2475]}"
Desminado militar en operaciones,META,50,URIBE,50370,2010,10,Incidente,Sin informacion,Rural,2.931944,-74.301389,La Vereda Mansitas,"{'type': 'Point', 'coordinates': [-74.301389, 2.931944]}"
Desminado militar en operaciones,ARAUCA,81,TAME,81794,2010,11,Incidente,Sin informacion,Rural,6.607778,-71.688611,Babaica,"{'type': 'Point', 'coordinates': [-71.688611, 6.607778]}"
Sospecha de campo minado,META,50,VISTAHERMOSA,50711,2010,7,Incidente,Sin informacion,Rural,3.119983,-73.748065,Caño Danta,"{'type': 'Point', 'coordinates': [-73.748065, 3.119983]}"
Accidente por MAP,CAUCA,19,ARGELIA,19050,2011,12,Accidente,Sin informacion,Rural,2.3983333333,-77.2538888889,Sin información,"{'type': 'Point', 'coordinates': [-77.2538888889, 2.3983333333]}"
Desminado militar en operaciones,ANTIOQUIA,5,GRANADA,5313,2011,11,Incidente,Sin informacion,Rural,6.127778,-75.096111,Vereda La Quiebra,"{'type': 'Point', 'coordinates': [-75.096111, 6.127778]}"
Accidente por MUSE,CAQUETA,18,CURILLO,18205,2012,2,Accidente,Sin informacion,Rural,1.033544,-75.918968,Sin información,"{'type': 'Point', 'coordinates': [-75.918968, 1.033544]}"
Desminado militar en operaciones,META,50,MESETAS,50330,2009,5,Incidente,Sin informacion,Rural,2.933611,-74.058611,Santo Domingo,"{'type': 'Point', 'coordinates': [-74.058611, 2.933611]}"
Desminado militar en operaciones,PUTUMAYO,86,PUERTO GUZMÁN,86571,2011,11,Incidente,Sin informacion,Rural,0.980833,-76.032222,Vereda Campo Rojas,"{'type': 'Point', 'coordinates': [-76.032222, 0.980833]}"
Desminado militar en operaciones,META,50,PUERTO RICO,50590,2011,11,Incidente,Sin informacion,Rural,2.762778,-73.05,Vereda La Union,"{'type': 'Point', 'coordinates': [-73.05, 2.762778]}"
Desminado militar en operaciones,NORTE DE SANTANDER,54,TEORAMA,54800,2011,12,Incidente,Sin informacion,Rural,8.617222,-73.260833,Guarupales,"{'type': 'Point', 'coordinates': [-73.260833, 8.617222]}"
Desminado militar en operaciones,CAUCA,19,CALDONO,19137,2011,12,Incidente,Sin informacion,Rural,2.804722,-76.548056,Vda. El Crucero,"{'type': 'Point', 'coordinates': [-76.548056, 2.804722]}"
Desminado militar en operaciones,TOLIMA,73,RIOBLANCO,73616,2011,12,Incidente,Sin informacion,Rural,3.454722,-75.823889,Herrera,"{'type': 'Point', 'coordinates': [-75.823889, 3.454722]}"
Desminado militar en operaciones,VICHADA,99,LA PRIMAVERA,99524,2011,12,Incidente,Sin informacion,Rural,4.984167,-69.725,Comunidad Indigena La Llanura,"{'type': 'Point', 'coordinates': [-69.725, 4.984167]}"
Desminado militar en operaciones,ANTIOQUIA,5,YARUMAL,5887,2011,12,Incidente,Sin informacion,Rural,7.016944,-75.585,El Llano,"{'type': 'Point', 'coordinates': [-75.585, 7.016944]}"
Sospecha de campo minado,SANTANDER,68,EL CARMEN,68235,2011,5,Incidente,Cerros,Rural,6.763537,-73.518139,Sin información,"{'type': 'Point', 'coordinates': [-73.518139, 6.763537]}"
Sospecha de campo minado,CALDAS,17,SAMANÁ,17662,2011,5,Incidente,Sin informacion,Rural,5.524124,-75.002448,Florencia,"{'type': 'Point', 'coordinates': [-75.002448, 5.524124]}"
Sospecha de campo minado,CASANARE,85,RECETOR,85279,2003,4,Incidente,Sin informacion,Rural,5.294703,-72.754195,Sin información,"{'type': 'Point', 'coordinates': [-72.754195, 5.294703]}"
Desminado militar en operaciones,BOYACA,15,JERICÓ,15368,2012,1,Incidente,Sin informacion,Rural,6.158611,-72.610278,Vereda El Juncal,"{'type': 'Point', 'coordinates': [-72.610278, 6.158611]}"
Desminado militar en operaciones,ANTIOQUIA,5,DABEIBA,5234,2012,2,Incidente,Sin informacion,Rural,7.123056,-76.230833,Vereda La Esperanza,"{'type': 'Point', 'coordinates': [-76.230833, 7.123056]}"
Desminado militar en operaciones,CAUCA,19,TORIBÍO,19821,2012,1,Incidente,Sin informacion,Rural,2.95,-76.266111,Vereda La Bodega,"{'type': 'Point', 'coordinates': [-76.266111, 2.95]}"
Desminado militar en operaciones,HUILA,41,BARAYA,41078,2012,2,Incidente,Sin informacion,Rural,3.009722,-74.893889,Rio Blanco,"{'type': 'Point', 'coordinates': [-74.893889, 3.009722]}"
Desminado militar en operaciones,PUTUMAYO,86,VILLAGARZÓN,86885,2012,2,Incidente,Sin informacion,Rural,0.874444,-76.574444,Vereda San Luis,"{'type': 'Point', 'coordinates': [-76.574444, 0.874444]}"
Desminado militar en operaciones,ANTIOQUIA,5,ITUANGO,5361,2012,1,Incidente,Sin informacion,Rural,7.202222,-75.753056,Vereda La Onda,"{'type': 'Point', 'coordinates': [-75.753056, 7.202222]}"
Desminado militar en operaciones,NORTE DE SANTANDER,54,EL TARRA,54250,2012,1,Incidente,Sin informacion,Rural,8.584722,-73.088889,Base Militar El Tarra,"{'type': 'Point', 'coordinates': [-73.088889, 8.584722]}"
Desminado militar en operaciones,CUNDINAMARCA,25,VILLETA,25875,2012,2,Incidente,Sin informacion,Rural,4.9525,-74.504444,Vereda Alto De Torres,"{'type': 'Point', 'coordinates': [-74.504444, 4.9525]}"
Sospecha de campo minado,ANTIOQUIA,5,SONSÓN,5756,2012,1,Incidente,Sin informacion,Rural,5.686667,-75.276667,Vereda El Roblalito,"{'type': 'Point', 'coordinates': [-75.276667, 5.686667]}"
Desminado militar en operaciones,META,50,PUERTO GAITÁN,50568,2012,2,Incidente,Sin informacion,Rural,3.583333,-72.200556,Vereda Los Kioscos,"{'type': 'Point', 'coordinates': [-72.200556, 3.583333]}"
Desminado militar en operaciones,CAUCA,19,CORINTO,19212,2012,2,Incidente,Sin informacion,Rural,3.165278,-76.249444,Via El Tablon,"{'type': 'Point', 'coordinates': [-76.249444, 3.165278]}"
Desminado militar en operaciones,PUTUMAYO,86,ORITO,86320,2012,2,Incidente,Sin informacion,Rural,0.696389,-76.882778,Vereda Altomirador,"{'type': 'Point', 'coordinates': [-76.882778, 0.696389]}"
Desminado militar en operaciones,ANTIOQUIA,5,SAN FRANCISCO,5652,2004,1,Incidente,Sin informacion,Rural,5.943056,-75.0625,Vereda Aguacate,"{'type': 'Point', 'coordinates': [-75.0625, 5.943056]}"
Desminado militar en operaciones,ANTIOQUIA,5,SAN FRANCISCO,5652,2007,2,Incidente,Sin informacion,Rural,5.968333,-75.051389,El Pescado,"{'type': 'Point', 'coordinates': [-75.051389, 5.968333]}"
Desminado militar en operaciones,CAUCA,19,CALDONO,19137,2012,3,Incidente,Sin informacion,Rural,2.7925,-76.478333,Area General,"{'type': 'Point', 'coordinates': [-76.478333, 2.7925]}"
Desminado militar en operaciones,HUILA,41,BARAYA,41078,2012,3,Incidente,Sin informacion,Rural,3.088056,-74.897778,Vereda Bejucal,"{'type': 'Point', 'coordinates': [-74.897778, 3.088056]}"
Desminado militar en operaciones,VAUPES,97,MITÚ,97001,2012,3,Incidente,Sin informacion,Rural,0.858889,-70.851111,Circasia,"{'type': 'Point', 'coordinates': [-70.851111, 0.858889]}"
Desminado militar en operaciones,META,50,MESETAS,50330,2012,3,Incidente,Sin informacion,Rural,2.987778,-74.129444,Vereda Fronteras,"{'type': 'Point', 'coordinates': [-74.129444, 2.987778]}"
Desminado militar en operaciones,CAUCA,19,JAMBALÓ,19364,2012,2,Incidente,Sin informacion,Rural,2.779167,-76.325556,Salida Via Toribio,"{'type': 'Point', 'coordinates': [-76.325556, 2.779167]}"
Desminado militar en operaciones,META,50,URIBE,50370,2012,3,Incidente,Sin informacion,Rural,2.8125,-74.248056,Vereda La Espelda,"{'type': 'Point', 'coordinates': [-74.248056, 2.8125]}"
Desminado militar en operaciones,ARAUCA,81,ARAUQUITA,81065,2012,3,Incidente,Sin informacion,Rural,6.951667,-71.617222,"Vereda La Esmeralda, Km 56 Oleoducto Caño Limon Cobeñas","{'type': 'Point', 'coordinates': [-71.617222, 6.951667]}"
Accidente por MAP,HUILA,41,SAN AGUSTÍN,41668,2012,3,Accidente,Sin informacion,Rural,1.9902777777777776,-76.44555555555556,Sin información,"{'type': 'Point', 'coordinates': [-76.44555555555556, 1.9902777777777776]}"
Desminado militar en operaciones,BOLIVAR,13,ZAMBRANO,13894,2003,11,Incidente,Sin informacion,Rural,9.733253,-74.832099,Sector Petate,"{'type': 'Point', 'coordinates': [-74.832099, 9.733253]}"
Accidente por MAP,CORDOBA,23,TIERRALTA,23807,2012,2,Accidente,Sin informacion,Rural,8.181547,-76.05223,Sin información,"{'type': 'Point', 'coordinates': [-76.05223, 8.181547]}"
Desminado militar en operaciones,BOYACA,15,CHISCAS,15180,2012,3,Incidente,Sin informacion,Rural,6.656389,-72.482222,Casco Rural Vereda Candelario La Nueva,"{'type': 'Point', 'coordinates': [-72.482222, 6.656389]}"
Desminado militar en operaciones,ARAUCA,81,FORTUL,81300,2012,3,Incidente,Sin informacion,Rural,6.756944,-71.74,Agua Viva,"{'type': 'Point', 'coordinates': [-71.74, 6.756944]}"
Desminado militar en operaciones,QUINDIO,63,CÓRDOBA,63212,2012,3,Incidente,Sin informacion,Rural,4.421389,-75.609167,Vereda Las Auras,"{'type': 'Point', 'coordinates': [-75.609167, 4.421389]}"
Desminado militar en operaciones,CAQUETA,18,PUERTO RICO,18592,2012,3,Incidente,Sin informacion,Rural,2.036111,-75.036111,Vereda El Retorno,"{'type': 'Point', 'coordinates': [-75.036111, 2.036111]}"
Desminado militar en operaciones,ARAUCA,81,ARAUQUITA,81065,2012,3,Incidente,Sin informacion,Rural,6.912778,-71.390833,Fundacion,"{'type': 'Point', 'coordinates': [-71.390833, 6.912778]}"
Desminado militar en operaciones,META,50,MESETAS,50330,2012,3,Incidente,Sin informacion,Rural,3.25,-74.24,Vereda Palo Rojo,"{'type': 'Point', 'coordinates': [-74.24, 3.25]}"
Desminado militar en operaciones,ANTIOQUIA,5,SAN FRANCISCO,5652,2012,3,Incidente,Sin informacion,Rural,5.948611,-75.054167,Vereda Boqueron,"{'type': 'Point', 'coordinates': [-75.054167, 5.948611]}"
Desminado militar en operaciones,ARAUCA,81,ARAUQUITA,81065,2012,3,Incidente,Sin informacion,Rural,6.702778,-71.049444,Bocas Del Ele,"{'type': 'Point', 'coordinates': [-71.049444, 6.702778]}"
Desminado militar en operaciones,CUNDINAMARCA,25,CABRERA,25120,2000,5,Incidente,Sin informacion,Urbana,3.984124,-74.484762,Sin información,"{'type': 'Point', 'coordinates': [-74.484762, 3.984124]}"
Desminado militar en operaciones,ANTIOQUIA,5,SANTUARIO,5697,2001,12,Incidente,Sin informacion,Rural,6.141333,-75.268844,Sin información,"{'type': 'Point', 'coordinates': [-75.268844, 6.141333]}"
Desminado militar en operaciones,ANTIOQUIA,5,COCORNÁ,5197,2000,2,Incidente,Sin informacion,Rural,6.014722,-75.146667,Sin información,"{'type': 'Point', 'coordinates': [-75.146667, 6.014722]}"
Desminado militar en operaciones,ANTIOQUIA,5,SAN LUIS,5660,2000,2,Incidente,Sin informacion,Rural,6.045124,-74.996793,Sin información,"{'type': 'Point', 'coordinates': [-74.996793, 6.045124]}"
Desminado militar en operaciones,BOLIVAR,13,EL CARMEN DE BOLÍVAR,13244,2000,6,Incidente,Sin informacion,Rural,9.685015,-75.122094,Sin información,"{'type': 'Point', 'coordinates': [-75.122094, 9.685015]}"
Desminado militar en operaciones,TOLIMA,73,DOLORES,73236,2002,2,Incidente,Sin informacion,Rural,3.541993,-74.900328,Sin información,"{'type': 'Point', 'coordinates': [-74.900328, 3.541993]}"
Desminado militar en operaciones,CESAR,20,EL COPEY,20238,2002,2,Incidente,Sin informacion,Rural,10.151103,-73.960141,Sin información,"{'type': 'Point', 'coordinates': [-73.960141, 10.151103]}"
Desminado militar en operaciones,BOLIVAR,13,SAN MARTÍN DE LOBA,13667,1998,9,Incidente,Sin informacion,Rural,8.943412,-74.042273,Sin información,"{'type': 'Point', 'coordinates': [-74.042273, 8.943412]}"
Desminado militar en operaciones,NORTE DE SANTANDER,54,TIBÚ,54810,2010,2,Incidente,Sin informacion,Rural,8.939167,-73.031667,El Progreso,"{'type': 'Point', 'coordinates': [-73.031667, 8.939167]}"
Desminado militar en operaciones,VALLE DEL CAUCA,76,PALMIRA,76520,2002,4,Incidente,Sin informacion,Rural,3.493822,-76.352141,Sin información,"{'type': 'Point', 'coordinates': [-76.352141, 3.493822]}"
Desminado militar en operaciones,CAQUETA,18,BELÉN DE LOS ANDAQUÍES,18094,2003,2,Incidente,Sin informacion,Rural,1.416294,-75.872104,Sin información,"{'type': 'Point', 'coordinates': [-75.872104, 1.416294]}"
Desminado militar en operaciones,SANTANDER,68,BOLÍVAR,68101,2002,5,Incidente,Sin informacion,Rural,5.992002,-73.765952,Sin información,"{'type': 'Point', 'coordinates': [-73.765952, 5.992002]}"
Desminado militar en operaciones,ANTIOQUIA,5,AMALFI,5031,2002,4,Incidente,Sin informacion,Rural,6.973563,-74.88077,Sin información,"{'type': 'Point', 'coordinates': [-74.88077, 6.973563]}"
Desminado militar en operaciones,ANTIOQUIA,5,CAMPAMENTO,5134,2003,2,Incidente,Sin informacion,Rural,6.965556,-75.322778,Sin información,"{'type': 'Point', 'coordinates': [-75.322778, 6.965556]}"
Desminado militar en operaciones,ANTIOQUIA,5,SEGOVIA,5736,2002,8,Incidente,Sin informacion,Rural,7.26,-74.82,Sin información,"{'type': 'Point', 'coordinates': [-74.82, 7.26]}"
Desminado militar en operaciones,ANTIOQUIA,5,REMEDIOS,5604,2002,5,Incidente,Sin informacion,Rural,7.071111,-74.791667,Sin información,"{'type': 'Point', 'coordinates': [-74.791667, 7.071111]}"
Desminado militar en operaciones,CUNDINAMARCA,25,LA PEÑA,25398,2002,8,Incidente,Sin informacion,Rural,5.199962,-74.395233,Sin información,"{'type': 'Point', 'coordinates': [-74.395233, 5.199962]}"
Desminado militar en operaciones,CUNDINAMARCA,25,PULÍ,25580,2003,2,Incidente,Sin informacion,Rural,4.738056,-74.693056,Sin información,"{'type': 'Point', 'coordinates': [-74.693056, 4.738056]}"
Desminado militar en operaciones,SANTANDER,68,MATANZA,68444,2002,5,Incidente,Sin informacion,Rural,7.317122,-73.016985,Sin información,"{'type': 'Point', 'coordinates': [-73.016985, 7.317122]}"
Desminado militar en operaciones,MAGDALENA,47,CIÉNAGA,47189,2003,3,Incidente,Sin informacion,Rural,10.99492,-74.225174,Sin información,"{'type': 'Point', 'coordinates': [-74.225174, 10.99492]}"
Desminado militar en operaciones,NORTE DE SANTANDER,54,OCAÑA,54498,2002,8,Incidente,Sin informacion,Rural,8.236617,-73.358048,Sin información,"{'type': 'Point', 'coordinates': [-73.358048, 8.236617]}"
Desminado militar en operaciones,ARAUCA,81,SARAVENA,81736,2002,10,Incidente,Sin informacion,Rural,6.961668,-71.881734,Sin información,"{'type': 'Point', 'coordinates': [-71.881734, 6.961668]}"
Desminado militar en operaciones,CUNDINAMARCA,25,CABRERA,25120,2002,12,Incidente,Sin informacion,Rural,3.984124,-74.484762,Sin información,"{'type': 'Point', 'coordinates': [-74.484762, 3.984124]}"
Desminado militar en operaciones,LA GUAJIRA,44,URUMITA,44855,2003,8,Incidente,Sin informacion,Rural,10.558141,-73.014748,Sin información,"{'type': 'Point', 'coordinates': [-73.014748, 10.558141]}"
Desminado militar en operaciones,QUINDIO,63,SALENTO,63690,2003,6,Incidente,Sin informacion,Rural,4.639937,-75.572458,Sin información,"{'type': 'Point', 'coordinates': [-75.572458, 4.639937]}"
Desminado militar en operaciones,ANTIOQUIA,5,APARTADÓ,5045,2003,6,Incidente,Sin informacion,Rural,7.882098,-76.625111,Sin información,"{'type': 'Point', 'coordinates': [-76.625111, 7.882098]}"
Desminado militar en operaciones,CUNDINAMARCA,25,LA PALMA,25394,2003,6,Incidente,Sin informacion,Rural,5.363998,-74.393078,Sin información,"{'type': 'Point', 'coordinates': [-74.393078, 5.363998]}"
Desminado militar en operaciones,CASANARE,85,RECETOR,85279,2003,7,Incidente,Sin informacion,Rural,5.232478,-72.764543,Sin información,"{'type': 'Point', 'coordinates': [-72.764543, 5.232478]}"
Desminado militar en operaciones,META,50,LEJANÍAS,50400,2003,4,Incidente,Sin informacion,Rural,3.511915,-74.051803,Sin información,"{'type': 'Point', 'coordinates': [-74.051803, 3.511915]}"
Desminado militar en operaciones,META,50,PUERTO RICO,50590,2003,8,Incidente,Sin informacion,Rural,2.913056,-73.203333,Sin información,"{'type': 'Point', 'coordinates': [-73.203333, 2.913056]}"
Desminado militar en operaciones,GUAVIARE,95,CALAMAR,95015,2003,8,Incidente,Sin informacion,Rural,1.965813,-72.642846,Sin información,"{'type': 'Point', 'coordinates': [-72.642846, 1.965813]}"
Desminado militar en operaciones,CAQUETA,18,EL PAUJIL,18256,2003,9,Incidente,Sin informacion,Rural,1.564369,-75.332045,Sin información,"{'type': 'Point', 'coordinates': [-75.332045, 1.564369]}"
